,Ciudad,Dueño,Nivel,Alianza,Isla,xCoord,yCoord
14686,Edoran,Forkas,9,HDP,Moroetia,30,59
14687,One More Light,Neil,20,HDP,Moroetia,30,59
14937,EL MOJITO,Guian,4,None,Emeitia,35,67
14949,El Gran Cañon,GMaruz,1,None,Roopaios,34,67
14951,VALLE ROCOSO,Guian,4,None,Roopaios,34,67
15181,Polis,Sir Razonable,9,None,Hiasiios,43,68
15183,Polis,Sir Razonable,8,None,Hiasiios,43,68
15184,Polis,petete,9,None,Hiasiios,43,68
15186,PolisMarmol,Supertroman,4,None,Hiasiios,43,68
15187,Kaii I,Kaii,9,VKO,Hiasiios,43,68
15189,Marmoikos,nikoj,7,None,Hiasiios,43,68
15192,Polis,pingu,9,ESG,Hiasiios,43,68
15193,Raftel,Dascar,8,None,Hiasiios,43,68
15194,Nueva Polis,Eriom,7,None,Hiasiios,43,68
15195,invernalia,maxer,5,None,Hiasiios,43,68
15198,Ciudad Cerveza,KingAssassin,3,None,Threrrios,43,69
15200,Polis,Supertroman,4,None,Threrrios,43,69
15202,José 1,José Jesús,6,None,Threrrios,43,69
15203,Polis,Herakles-1350,2,None,Threrrios,43,69
15204,DIONISO,MARCOS,2,None,Threrrios,43,69
15206,Vinoikos,nikoj,6,None,Threrrios,43,69
15208,Iso,Eriom,5,None,Threrrios,43,69
15210,Polis,Kaii,8,VKO,Threrrios,43,69
15211,Polis,Sir Razonable,8,None,Threrrios,43,69
15212,Ohara,Dascar,4,None,Threrrios,43,69
15217,Villa Fosha,Dascar,5,None,Eniatia,43,70
15294,Jose2,José Jesús,5,None,Doltiios,42,70
15770,Pidna,Banuqasi,5,None,Jihios,55,74
15800,n4ydu,Khalex,1,None,Blookios,57,73
16246,LOS PICAPIEDRA,GutiFrutiGay,1,None,Oldautia,65,71
16541,Uktena,Garras Rojas,4,-LBS-,Cafios,68,68
16543,Weingut,Der Kaiser,5,-LBS-,Cafios,68,68
16544,Drinking,Duffmann,5,None,Cafios,68,68
16547,Aluche,adv,3,None,Cafios,68,68
16549,In vino veritas,Mifer,6,-LBS-,Cafios,68,68
16550,Polis,Olaf,3,None,Cafios,68,68
16551,Polis 2,Naikato,10,-LBS-,Cafios,68,68
16552,Viñedo,Hegemon-9543,7,-LBS-,Cafios,68,68
16553,Dipylidium City,Spica,10,-LBS-,Cafios,68,68
16554,Poliva,grifox,6,None,Cafios,68,68
16555,CreciendoIII,josdare,6,-LBS-,Cafios,68,68
16556,Polis,polatodoloco,4,-LBS-,Cafios,68,68
16558,Hazael,Psicosanti,5,None,Brautiios,68,69
16559,Balaninmar,Boro,2,None,Brautiios,68,69
16560,Marmol,Sir Kvothe,6,None,Brautiios,68,69
16561,Polis 1,Naikato,10,-LBS-,Brautiios,68,69
16562,natsu,doomsito,5,-LBS-,Brautiios,68,69
16563,Cantera,Hegemon-9543,11,-LBS-,Brautiios,68,69
16564,Roma,Pequerul,5,-LBS-,Brautiios,68,69
16565,Duffstone,Duffmann,3,None,Brautiios,68,69
16566,Polis,grifox,1,None,Brautiios,68,69
16567,Imperium,Der Kaiser,11,-LBS-,Brautiios,68,69
16568,Marmolitus,Mifer,8,-LBS-,Brautiios,68,69
16569,Strongylus City,Spica,12,-LBS-,Brautiios,68,69
16570,Gades l,LeIcoT,5,INT,Brautiios,68,69
16571,cresiendo I,josdare,12,-LBS-,Brautiios,68,69
16572,Polis,Aaaps,10,None,Brautiios,68,69
16573,Albanta,Segundozero90,8,None,Brautiios,68,69
16575,Minas Ithil,JJoakin,5,None,Reerdoos,69,68
16576,Lucero del Alba,Tudela92,5,None,Reerdoos,69,68
16577,Pentápolis,Oscardb,4,None,Reerdoos,69,68
16578,Aaaps,Aaaps,3,None,Reerdoos,69,68
16579,Polis,Psicosanti,2,None,Reerdoos,69,68
16580,Mantalin,Nikita,3,None,Reerdoos,69,68
16581,Olympia,Galvius,3,None,Reerdoos,69,68
16583,Laospolis,Laura900,2,None,Reerdoos,69,68
16584,MXCrystalMX,MagnusCrane,4,None,Reerdoos,69,68
16586,Skrjabinema,Spica,10,-LBS-,Reerdoos,69,68
16587,Fenrir,Garras Rojas,6,-LBS-,Reerdoos,69,68
16588,Glasstadt,Der Kaiser,2,-LBS-,Reerdoos,69,68
16589,Invernalia,Rspeaker,4,None,Reerdoos,69,68
16592,Roma,JulioCesar,2,None,Aldiatia,69,69
16593,Azufre,Sir Kvothe,5,None,Aldiatia,69,69
16594,Imperio Gades,LeIcoT,5,INT,Aldiatia,69,69
16595,Reichsarmee,Der Kaiser,6,-LBS-,Aldiatia,69,69
16596,Polis,Hegemon-9543,1,-LBS-,Aldiatia,69,69
16597,Lunes,Erik3v,6,None,Aldiatia,69,69
16600,Talas,Shon,6,None,Aldiatia,69,69
16601,Vuela rasante,Rattaspi,6,-LBS-,Aldiatia,69,69
16602,Cuando el grajo,Devildrake,7,-LBS-,Aldiatia,69,69
16604,Esparta,Pequerul,5,-LBS-,Aldiatia,69,69
16605,Polis 3,Naikato,9,-LBS-,Aldiatia,69,69
16606,Zufritus,Mifer,8,-LBS-,Aldiatia,69,69
16609,Albalat,Petardo,5,None,Swosaios,68,70
16611,Polis,Flamini,4,None,Swosaios,68,70
16612,Gutilandia,GutiFrutiGay,3,None,Swosaios,68,70
16616,Nebul,LiloNxp,6,None,Swosaios,68,70
16617,Gades ll,LeIcoT,5,INT,Swosaios,68,70
16618,Del Carajo,Devildrake,6,-LBS-,Swosaios,68,70
16619,Hace un frio,Rattaspi,8,-LBS-,Swosaios,68,70
16620,Albanta1,Segundozero90,4,None,Swosaios,68,70
16621,Daeron,Shon,7,None,Swosaios,68,70
16623,zeref,doomsito,6,-LBS-,Swosaios,68,70
16626,Roca Casterly,Rspeaker,2,None,Goneios,69,70
16627,Cuando el grajo,Rattaspi,10,-LBS-,Goneios,69,70
16628,Vuela Bajo,Devildrake,10,-LBS-,Goneios,69,70
16629,Zeus,Erik3v,1,None,Goneios,69,70
16630,Ventor,Shon,9,None,Goneios,69,70
16631,M16970Goneios,polatodoloco,10,-LBS-,Goneios,69,70
16632,Polis,Herakles-9963,3,None,Goneios,69,70
16634,Asgard,Saarth,8,REG,Goneios,69,70
16636,Delta,Diavel,3,None,Goneios,69,70
16637,Polis,Pollux-4749,1,None,Goneios,69,70
16638,Minas Tirith,JJoakin,1,None,Goneios,69,70
16639,Hijos de Gaya,Garras Rojas,8,-LBS-,Goneios,69,70
16640,M26970Goneios,polatodoloco,10,-LBS-,Goneios,69,70
16641,Polis,Mikeldbm,0,None,Goneios,69,70
16671,Orin,LiloNxp,2,None,Breafuios,70,68
16711,Fragua Vino,Disner Evertz,7,LoG,Mepios,72,64
16712,Riperinos III,Javichu,3,PRGL,Mepios,72,64
16713,Ragnopolis,Maxi,5,None,Mepios,72,64
16714,York,Devil Ivar,2,TOO,Mepios,72,64
16715,LokiLand,Lokikoy,7,None,Mepios,72,64
16716,Rodas,Pain joyu,1,None,Mepios,72,64
16717,Petacas-V,ElPetaca,10,LoG,Mepios,72,64
16718,Hefe Vin,Targaryen,8,LoG,Mepios,72,64
16719,Hefesto Vanyl,Ambient,10,LoG,Mepios,72,64
16720,Vino Hef,Kaileena,10,LoG,Mepios,72,64
16721,Facing Worlds,DreamxMNT,8,LoG,Mepios,72,64
16722,Polis,Raoul,2,None,Mepios,72,64
16724,Hefesto VIno,Helios,8,LoG,Mepios,72,64
16725,Polis,Mizukage,9,LoG,Mepios,72,64
16726,NUMANCIA,CELTÍBERO,10,LoG,Mepios,72,64
16735,Petacos-M,ElPetaca,10,LoG,Thrileos,72,65
16745,CrisTOOpolis,clmoya,3,TOO,Whonios,73,64
16746,Peta-C,ElPetaca,10,LoG,Whonios,73,64
16749,m c,galinier,3,None,Whonios,73,64
16750,Can Roc,Grimm,3,None,Whonios,73,64
16752,Polis,OdínGc,2,None,Whonios,73,64
16753,Cristaland,Lokikoy,3,None,Whonios,73,64
16754,Polis,Uzran,3,None,Whonios,73,64
16755,Polis,JJ23,2,None,Whonios,73,64
16759,Polis,Menelaus-7130,2,None,Whonios,73,64
16760,Marius Curt,Elmarusica05,2,None,Whonios,73,64
16813,FlorinCity1,Florinadir96,6,None,Stiaruios,74,66
16814,Petacas-M,ElPetaca,4,LoG,Stiaruios,74,66
16815,Lulutopía,HI IM VILLEGAS,4,None,Stiaruios,74,66
16816,MC7,Elmarusica05,5,None,Stiaruios,74,66
16817,Cartago,Koke,4,TOO,Stiaruios,74,66
16818,Galantis,Raoul,5,None,Stiaruios,74,66
16819,DameTuZapatilla,Troy,3,None,Stiaruios,74,66
16821,Pueblo Galo I,Pierremh,5,PRGL,Stiaruios,74,66
16822,Parguelonia II,Guirou,5,PRGL,Stiaruios,74,66
16823,Riperinos II,Javichu,6,PRGL,Stiaruios,74,66
16824,Poseidon Marmol,Disner Evertz,7,LoG,Stiaruios,74,66
16825,TOOPolis,clmoya,5,TOO,Stiaruios,74,66
16826,Santander 2,Caimancete,6,LoG,Stiaruios,74,66
16827,Polis,pepe37,3,None,Stiaruios,74,66
16828,Kattegat,Devil Ivar,4,TOO,Stiaruios,74,66
16842,Polis,Pierremh,0,PRGL,Chebios,73,67
16843,Parguelonia III,Guirou,1,PRGL,Chebios,73,67
16847,Pueblo Galo II,Pierremh,7,PRGL,Suleos,74,67
16848,Riperinos I,Javichu,6,PRGL,Suleos,74,67
16849,FlorinCity2,Florinadir96,2,None,Suleos,74,67
16850,Esparta,Pain joyu,5,None,Suleos,74,67
16851,Polis,Nerum,6,LoG,Suleos,74,67
16852,Azufre Hef,Kaileena,8,LoG,Suleos,74,67
16853,Hefe AZufrilum,Targaryen,7,LoG,Suleos,74,67
16854,Polis,PesKderia,3,None,Suleos,74,67
16855,Niven,DreamxMNT,7,LoG,Suleos,74,67
16856,Hefesto AZu,Helios,8,LoG,Suleos,74,67
16857,Fragua AZufre,Disner Evertz,6,LoG,Suleos,74,67
16858,Hefesto Azula,Ambient,10,LoG,Suleos,74,67
16859,Selaya 1,Caimancete,6,LoG,Suleos,74,67
16860,Polis,Koke,0,TOO,Suleos,74,67
16861,Parguelonia I,Guirou,6,PRGL,Suleos,74,67
16862,Polis,Mizukage,6,LoG,Suleos,74,67
16960,Minicivilwar,DreamxMNT,1,LoG,Aleeos,72,60
16963,Poseidon Krysta,Ambient,10,LoG,Aleeos,72,60
16969,Creta,Urusasa,6,LoG,Lihios,74,61
16974,Polis,Nerum,8,LoG,Lihios,74,61
16979,Jabbawockeez,Jabbawockeez7,6,None,Lihios,74,61
16983,Hefesto RoK,Ambient,10,LoG,Wotios,74,62
16984,Polis,Mizukage,10,LoG,Wotios,74,62
16986,Hefe Mar,Targaryen,10,LoG,Wotios,74,62
16987,Hefesto Marmol,Helios,10,LoG,Wotios,74,62
16988,Atenas,Urusasa,10,LoG,Wotios,74,62
16989,Marmol Hef,Kaileena,10,LoG,Wotios,74,62
16991,Jabbawockeez7,Jabbawockeez7,8,None,Wotios,74,62
16992,Polis,Nerum,9,LoG,Wotios,74,62
16994,Black River,DreamxMNT,8,LoG,Wotios,74,62
16996,Celta,Kareniou4,3,None,Wotios,74,62
16997,TERMANCIA,CELTÍBERO,11,LoG,Wotios,74,62
16998,Polis,CELTÍBERO,11,LoG,Wotios,74,62
17005,Esparta,Urusasa,6,LoG,Tysoios,75,62
17222,Poseidon RoK,Ambient,10,LoG,Tinaitia,77,59
17506,VinUn,Modestino,6,None,Lloukiios,75,48
17514,AzufrUn,Modestino,6,None,Teiwuios,74,47
17676,MarmUn,Modestino,6,None,Nautoos,72,44
17988,Comuna Azufrina,VCarvajal,1,ROMA,Cheshiios,72,37
17991,Hades,JuaneGC,6,ROMA,Cheshiios,72,37
18011,Tiempo,Adres,5,None,Slatios,72,38
18016,solrac3,solrac,6,None,Slatios,72,38
18020,Olimpo,JuaneGC,8,ROMA,Loxeios,73,37
18021,Ieee,GlixUx,9,300,Loxeios,73,37
18022,MC almacen M,raul33,9,ROMA,Loxeios,73,37
18023,MC city,Reul,10,ROMA,Loxeios,73,37
18024,Dasm 01,Dasm,3,None,Loxeios,73,37
18025,solrac,solrac,10,None,Loxeios,73,37
18026,Luna,Adres,6,None,Loxeios,73,37
18032,MARMOL,Hostil,11,300,Loxeios,73,37
18033,Gabumon,Gabumon,8,None,Loxeios,73,37
18034,Capital Pedroza,VCarvajal,6,ROMA,Loxeios,73,37
18035,Comuna Pedregal,VCarvajal,6,ROMA,Loxeios,73,37
18037,Tokio 3,Chris_wolf,4,None,Etouos,73,38
18039,Polis,Hegemon-7675,1,None,Etouos,73,38
18041,VINO,Hostil,9,300,Etouos,73,38
18042,Polis,Ake,3,None,Etouos,73,38
18046,Dubai,Reul,7,ROMA,Etouos,73,38
18047,MC almacen V,raul33,6,ROMA,Etouos,73,38
18048,Polis,Pollux-3741,1,None,Etouos,73,38
18050,solrac2,solrac,6,None,Etouos,73,38
18051,Polis,gil,2,None,Etouos,73,38
18052,Polis,Palamedes-4309,1,None,Etouos,73,38
18314,Thor8,Thor-menta,5,None,Trixuos,64,31
18319,Thor7,Thor-menta,10,None,Trixuos,64,31
18337,Villatown2,Alberto_villaco,4,None,Emootia,62,32
18343,Polis,temperley,3,None,Lunoios,62,31
18344,Isla tuki,sonxuos,8,None,Lunoios,62,31
18345,Polis,lanus,4,None,Lunoios,62,31
18346,THOR1VFTP,Thor-menta,18,None,Lunoios,62,31
18347,Polis,Menelaus-4257,1,None,Lunoios,62,31
18348,Vino,polovidal,10,None,Lunoios,62,31
18349,Thor2,Thor-menta,18,None,Lunoios,62,31
18350,Villatown,Alberto_villaco,5,None,Lunoios,62,31
18351,Thor3MEJ,Thor-menta,18,None,Lunoios,62,31
18352,Thor4,Thor-menta,18,None,Lunoios,62,31
18353,Thor5,Thor-menta,18,None,Lunoios,62,31
18354,Tatooine,Feratorra,3,None,Lunoios,62,31
18355,Aldea Repasiva,alanfury,6,None,Lunoios,62,31
18356,Thor6,Thor-menta,4,None,Lunoios,62,31
18357,esparta vino1,iberogamer,3,None,Lunoios,62,31
18358,Polis,aldosivi,3,None,Lunoios,62,31
19805,Pez grande,Tiburcio,1,None,Clobios,25,42
19806,Peces Salvajes,Barracuda,2,None,Clobios,25,42
19807,Comefango,Bagre,1,None,Clobios,25,42
19808,Altamar,Marinero,1,None,Clobios,25,42
19809,Polis,Loriem,1,None,Clobios,25,42
19810,Blds,Lord Koe,1,None,Clobios,25,42
19811,Rigo Tovar,Cantador,2,None,Clobios,25,42
19813,Poseidon Marmol,Pablo Escobar,4,None,Clobios,25,42
19814,Polis,leopardo,2,None,Clobios,25,42
19815,Polis,DarkFlame,2,None,Clobios,25,42
19816,Polis,puma,4,None,Clobios,25,42
19817,Polis,destripador,2,None,Clobios,25,42
19818,Polis,forajido,2,None,Clobios,25,42
19819,Polis,machete,2,None,Clobios,25,42
19941,Polis,DarkFlame,6,None,Oughetia,24,41
20111,Samuca,kchy,6,None,Zhieyios,28,49
20112,Polis,WizarD,7,-ARW-,Zhieyios,28,49
20113,Victoria,Yorch22,6,None,Zhieyios,28,49
20114,Cantera Hefesto,Mathias,7,-ARW-,Zhieyios,28,49
20115,Platea,Jorg,5,None,Zhieyios,28,49
20116,El Donante D,Joyeria,4,None,Zhieyios,28,49
20120,WINTERFELL,INFINIX,5,None,Zhieyios,28,49
20124,Martillo,Yaotzin,5,None,Zhieyios,28,49
20125,Polis,donador100212,3,None,Zhieyios,28,49
20126,Victoria II,Yorch22,5,None,Zhieyios,28,49
20173,Polis,WizarD,1,-ARW-,Ryneatia,28,50
20200,Polis,kchy,2,None,Quanios,28,51
20214,Polis,donador100212,1,None,Stredios,27,49
20216,Polis,ShadowFall,3,None,Stredios,27,49
20217,Finoli,kchy,4,None,Stredios,27,49
20218,Polis,hardtech,1,None,Stredios,27,49
20220,Polis,Tydeus-9060,1,None,Stredios,27,49
20221,Chustafono,JARRY PROGERIA,3,None,Stredios,27,49
20223,Victoria III,Yorch22,3,None,Stredios,27,49
20224,Pez Vino,Mathias,1,-ARW-,Stredios,27,49
20225,Polis,INFINIX,5,None,Stredios,27,49
20227,Thanatos,sebas8007,3,None,Stredios,27,49
20228,Polis,Herakles-8576,2,None,Stredios,27,49
20241,Argos,Jorg,3,None,Briruios,27,50
20485,Irípolis,LmAlarcia,3,None,Ciessyios,28,56
20486,Polis,Peleus-4108,2,None,Ciessyios,28,56
20487,Arza,GaizkaZN,1,None,Ciessyios,28,56
20489,Polis,Atlas-3744,1,None,Ciessyios,28,56
20490,Polis,Titus,6,None,Ciessyios,28,56
20493,Polis,Mora,1,None,Ciessyios,28,56
20494,Polis,JuanGelpCG,2,None,Ciessyios,28,56
20495,Polis,Icarusame,3,None,Ciessyios,28,56
20496,Polis,Icarus-6476,4,None,Ciessyios,28,56
20497,Polis,BellKranel,6,GDN,Ciessyios,28,56
20498,sagunto,Lantas,6,None,Ciessyios,28,56
20500,Troya,Aldipe7,5,None,Ciessyios,28,56
20502,marmolida,atarres,11,None,Saysuos,28,57
20503,Polis,Uvita,4,None,Saysuos,28,57
20504,The World,Captain Nemo,12,HDP,Saysuos,28,57
20505,europa,europa,8,None,Saysuos,28,57
20506,The Earth,Captain Nemo,12,HDP,Saysuos,28,57
20507,Mar-Jada,guillejen,18,HDP,Saysuos,28,57
20508,Pasivo,Pasivo,10,None,Saysuos,28,57
20509,Esparta Mx,Elperro,12,None,Saysuos,28,57
20510,Polis,picante,1,-IL-,Saysuos,28,57
20511,Guy J,Guy J,10,None,Saysuos,28,57
20512,america,america,4,None,Saysuos,28,57
20513,Polis,Termineitor,6,None,Saysuos,28,57
20514,Solomun,Solomun,10,None,Saysuos,28,57
20515,Villa,Villa,10,None,Saysuos,28,57
20516,Gesell,Gesell,10,None,Saysuos,28,57
20517,Mucha Leña,Mojón Asesino,13,HDP,Saysuos,28,57
20518,Mute,Mojón Asesino,13,HDP,Saysuos,28,57
20532,soto,Lantas,5,None,Beawoios,27,56
20538,Dalaran,Briatan,4,None,Nyseetia,27,57
20540,Ariza,Leal20,5,None,Nyseetia,27,57
20541,Polis,Denilsonmaciel,2,None,Nyseetia,27,57
20542,Polis,MyS,4,None,Nyseetia,27,57
20544,Polis,Multi,1,None,Nyseetia,27,57
20546,maikati,To6ko,5,None,Nyseetia,27,57
20547,Polis,Odysseus-9578,1,None,Nyseetia,27,57
20548,Polis,Menelaus-3643,3,None,Nyseetia,27,57
20549,sisac,Lantas,6,None,Nyseetia,27,57
20551,Moonopolis,Flay,4,None,Nyseetia,27,57
20564,Polis,Africa,1,None,Rhenoos,28,58
20565,Polis,asia,1,None,Rhenoos,28,58
20566,Polis,oceania,1,None,Rhenoos,28,58
20587,Nitopilis,Barneria Nito,5,None,Pereytia,27,58
20590,Polis,BellKranel,7,GDN,Pereytia,27,58
20591,Polis,Herakles-6753,1,None,Pereytia,27,58
20593,Teotihuacan,Elperro,9,None,Pereytia,27,58
20594,Polis,Pollux-6984,1,None,Pereytia,27,58
20597,Gertek Cristal,Gertek,4,None,Pereytia,27,58
20599,Naguanagua,rudebwoy,7,None,Pereytia,27,58
20600,Polis,Brian77,2,None,Pereytia,27,58
20601,Polis,Hi Im xAres,4,None,Pereytia,27,58
20602,NoGameNoLife,ErenJaeger,7,None,Pereytia,27,58
20604,Kattegat,Floki,14,HDP,Asoetia,28,59
20605,Metropolis,Rottweiler,14,HDP,Asoetia,28,59
20606,mA1,MilangaConFrita,14,HDP,Asoetia,28,59
20607,Polis,imperial,6,None,Asoetia,28,59
20608,LaPropia,Aero,14,HDP,Asoetia,28,59
20609,Polis,quilmes,6,None,Asoetia,28,59
20610,Kotam,Forkas,13,HDP,Asoetia,28,59
20611,Polis,palermo,6,None,Asoetia,28,59
20612,Polis,iguana,5,None,Asoetia,28,59
20613,Polis,Mora,7,None,Asoetia,28,59
20614,Marmol P1,Von,13,HDP,Asoetia,28,59
20615,Polis,Newton,5,None,Asoetia,28,59
20616,Romopolis,Athila,13,HDP,Asoetia,28,59
20617,Polis,Doña Peppa,7,None,Asoetia,28,59
20618,Polis,MyS,7,None,Asoetia,28,59
20619,HêstiΔ,BellKranel,11,GDN,Asoetia,28,59
20620,Beeg,Bruto,12,HDP,Asoetia,28,59
20666,Polis,rafaudm,2,None,Veroos,26,59
20672,Olimpo,Nuga,3,None,Peraos,26,60
20674,DARIUS I,DARIUSV,4,None,Peraos,26,60
20677,SucdeNitopoli,Barneria Nito,4,None,Peraos,26,60
20678,Polis,guanchope33,1,None,Peraos,26,60
20679,Casablanca,Leal20,2,None,Peraos,26,60
20680,MVNDA,rafaudm,5,None,Peraos,26,60
20681,Gertek mármol,Gertek,1,None,Peraos,26,60
20682,Polis,Achilles-3926,1,None,Peraos,26,60
20683,Polis,rudebwoy,4,None,Peraos,26,60
20684,Tortuguitas,Locust,1,None,Peraos,26,60
20685,Btooom,ErenJaeger,5,None,Peraos,26,60
20686,Polis,Tydeus-2369,4,None,Peraos,26,60
20687,Polis,Lasaosa4,2,None,Peraos,26,60
21104,Polis,zMOROCHOz,6,None,Estietia,36,70
21534,Solris,Reydid,4,None,Phihios,40,76
21947,Polis,Icarus-9574,1,None,Boidiios,53,77
21950,Polis,sum41,7,None,Boidiios,53,77
21981,El Oso Yonki,Icarus-9574,11,None,Tureos,53,78
21983,Barcelona,Rafoki,6,None,Tureos,53,78
21984,Buenos Aires,Osito Stefano,13,None,Tureos,53,78
21985,Lapis Magna,Ibaal,7,None,Tureos,53,78
21987,Madina,srflytor,3,None,Tureos,53,78
21988,Polis,sum41,9,None,Tureos,53,78
21989,Teutones,Age of Empires2,5,None,Tureos,53,78
21990,No piratas,Icarus-9574,14,None,Tureos,53,78
21991,Polis,jodarsitou,5,None,Tureos,53,78
21992,CityDark,NahuelSkt,4,None,Tureos,53,78
21993,TheKingShadow,NahuelSkt,7,None,Tureos,53,78
21994,Cordoba,Osito Stefano,13,None,Tureos,53,78
21995,Altar ZkorpiuX,Kusafqe,6,None,Tureos,53,78
21996,La Pampa,Osito Stefano,13,None,Tureos,53,78
22032,Sosiego,Rado,2,None,Wokios,53,79
22035,Polis,sum41,7,None,Wokios,53,79
22036,Easo,srflytor,6,None,Wokios,53,79
22037,Mendoza,Osito Stefano,10,None,Wokios,53,79
22039,Polis,Back2kill,2,None,Wokios,53,79
22040,Vini vidi vici,Icarus-9574,10,None,Wokios,53,79
22043,Hércules,Davidsolis,4,None,Wokios,53,79
22044,Lubeck,Kusafqe,6,None,Wokios,53,79
22045,Tinto,wendy,4,None,Wokios,53,79
22046,Polis,jodarsitou,5,None,Wokios,53,79
22391,Polis,F- De Miranda,5,None,Bruhios,62,77
23862,Polis,mordork,4,None,Renios,79,55
23893,Polis,mordork,8,None,Maubios,78,54
25058,Polis,yuya2,2,None,Schiekyios,63,29
25059,Polis,fanatic,2,None,Schiekyios,63,29
25063,Vino,Prometheus 2017,6,None,Schiekyios,63,29
25075,Yapeyu,sonxuos,10,None,Torutia,62,28
25076,Polis,aldosivi,4,None,Torutia,62,28
25077,Polis,Camioneros,4,None,Torutia,62,28
25078,Polis,Prometheus 2017,8,None,Torutia,62,28
25079,Polis,patronato,4,None,Torutia,62,28
25080,Polis,dominicana,1,None,Torutia,62,28
25081,Polis,RiverPlate,4,None,Torutia,62,28
25082,Aldea pasiva,alanfury,9,None,Torutia,62,28
25083,SoyTuPadre,sonxuos,10,None,Torutia,62,28
25084,Polis,alanfury1,3,None,Torutia,62,28
25085,Polis,arsenal,4,None,Torutia,62,28
25086,Polis,aiden,2,None,Torutia,62,28
25087,Marmol,polovidal,11,None,Torutia,62,28
25088,Polis,Ever,2,None,Torutia,62,28
25089,Subpolis,Achilles-4246,2,None,Torutia,62,28
25090,Marmol 2,polovidal,6,None,Torutia,62,28
25109,Polis,elpeposo,2,None,Daruos,61,28
25110,Polis,chupetin,2,None,Daruos,61,28
25111,Polis,nenemalo,2,None,Daruos,61,28
25114,Polis,Theseus-7310,1,None,Daruos,61,28
25115,Polis,Peleus-9728,1,None,Daruos,61,28
25116,Polis,Camioneros,1,None,Daruos,61,28
25117,Aldea HiperPax,alanfury,5,None,Daruos,61,28
25118,Polis,Jason-4448,1,None,Daruos,61,28
25119,Malvinas,sonxuos,5,None,Daruos,61,28
25121,Polis,Theseus-4759,1,None,Daruos,61,28
25122,Polis,Adonis-2615,1,None,Daruos,61,28
25124,Polis,shejuanda98,1,None,Daruos,61,28
26516,Exodus,Black_Lux,2,None,Phynaos,27,26
26531,Skyrin,Black_Lux,4,None,Fusios,27,27
26942,Polis,Wengalvarini,2,None,Perauos,21,39
26993,Malvinas,Seineldin,10,KAI,Vuifiios,20,38
26997,Konor,GUILLIMAN,1,None,Radiaos,21,40
27000,La Rioja,Articuno,6,PKM,Radiaos,21,40
27001,Dressrosa,Joti,5,None,Radiaos,21,40
27002,Troya,agente_007,5,None,Radiaos,21,40
27003,King,Tanger,4,None,Radiaos,21,40
27004,Aqualand3,Charizard,6,PKM,Radiaos,21,40
27007,Escaleritas,Blastoise,5,None,Radiaos,21,40
27008,Galvarini,Wengalvarini,4,None,Radiaos,21,40
27009,Pueblo Lavanda,Gengar,7,PKM,Radiaos,21,40
27010,Noega,Bulbasaur,6,PKM,Radiaos,21,40
27011,LA PRADERA,JJLOOR,5,None,Radiaos,21,40
27013,Gin-Mar 1,Gin,12,KAI,Chaoutia,20,40
27014,Atlantid,Articuno,10,PKM,Chaoutia,20,40
27015,Aqualand,Charizard,11,PKM,Chaoutia,20,40
27016,Castellón,Chufetarainbow1,11,KAI,Chaoutia,20,40
27017,MACRAGGE,GUILLIMAN,3,None,Chaoutia,20,40
27018,Gigia,Bulbasaur,8,PKM,Chaoutia,20,40
27019,7 PUÑALADAS,JJLOOR,3,None,Chaoutia,20,40
27020,La Feria,Blastoise,9,None,Chaoutia,20,40
27021,Nymbus,xDavisillo,6,KAI,Chaoutia,20,40
27022,konoha,naru-sempou,9,KAI,Chaoutia,20,40
27023,Chernobyl,xDavisillo,10,KAI,Chaoutia,20,40
27024,Marmolamela,sergio98,10,KAI,Chaoutia,20,40
27025,Pueblo Paleta,Gengar,10,PKM,Chaoutia,20,40
27026,C Marmol v,97jgracias,12,KAI,Chaoutia,20,40
27027,Polis,Zombie,3,None,Chaoutia,20,40
27028,SROS Mármolera,SergioSempai,10,KAI,Chaoutia,20,40
27033,Polis,Daedalus-9456,1,None,Nysutia,20,41
27034,CALTH,GUILLIMAN,7,None,Nysutia,20,41
27035,kirigakure,naru-sempou,3,KAI,Nysutia,20,41
27036,Polis,Asclepi,2,None,Nysutia,20,41
27037,Polis,Prometheus-7071,1,None,Nysutia,20,41
27038,Polis,Asclepio,2,None,Nysutia,20,41
27039,Ciudad Azafrán,Gengar,4,PKM,Nysutia,20,41
27041,Aqualand2,Charizard,7,PKM,Nysutia,20,41
27042,Politerra,Articuno,8,PKM,Nysutia,20,41
27043,Polis,Esculapi,2,None,Nysutia,20,41
27044,Pozu Marialuisa,Bulbasaur,2,PKM,Nysutia,20,41
27051,kumogakure,naru-sempou,5,KAI,Ataeos,21,41
27746,SaRatoga,Lantas,5,None,Hysios,23,58
28716,COLONIA,alepo,1,None,Endeos,39,79
28735,CRISTAL,alepo,2,None,Rharios,40,79
28747,Petra,Zaphira17,5,None,Hyckiios,39,80
28751,MÁRMOL,alepo,4,None,Hyckiios,39,80
28753,ReinoAlejadria3,Solonius,3,DDUU,Hyckiios,39,80
28754,Sylvania,Screed,5,None,Hyckiios,39,80
28755,Constantinopla3,Danielatus,4,DDUU,Hyckiios,39,80
28756,Reino Edr 2,EDR,6,DDUU,Hyckiios,39,80
28757,Reino Zeruel 2,Zeruel,7,DDUU,Hyckiios,39,80
28758,Constantinopla2,Danielatus,7,DDUU,Hyckiios,39,80
